year,reporter_code,reporter_name,partner_code,partner_name,hs_code,commodity_name,trade_value_usd,net_weight_kg,flow_type
2020,156,China,804,Ukraine,2804,"Hydrogen, noble gases, other nonmetals",143148945.05,422394.43,Export
2021,156,China,276,Germany,2804,"Hydrogen, noble gases, other nonmetals",244428670.15,994486.09,Import
2021,156,China,276,Germany,2804,"Hydrogen, noble gases, other nonmetals",299801777.09,1101884.39,Export
2022,156,China,0,World,2804,"Hydrogen, noble gases, other nonmetals",239804753.88,577204.86,Import
2022,156,China,156,China,2804,"Hydrogen, noble gases, other nonmetals",208685575.54,475237.81,Export
2023,156,China,0,World,2804,"Hydrogen, noble gases, other nonmetals",198567894.75,169410.0,Import
2023,156,China,392,Japan,2804,"Hydrogen, noble gases, other nonmetals",256857573.86,850646.59,Export
2024,156,China,392,Japan,2804,"Hydrogen, noble gases, other nonmetals",275868024.06,609422.58,Import
2024,156,China,842,USA,2804,"Hydrogen, noble gases, other nonmetals",333232984.5,1117816.15,Export
2018,699,India,276,Germany,2804,"Hydrogen, noble gases, other nonmetals",72591131.44,225237.08,Import
2018,699,India,392,Japan,2804,"Hydrogen, noble gases, other nonmetals",65537563.4,183470.73,Export
2019,699,India,842,USA,2804,"Hydrogen, noble gases, other nonmetals",86606195.49,367853.29,Import
2019,699,India,276,Germany,2804,"Hydrogen, noble gases, other nonmetals",89283345.07,403172.13,Export
2020,699,India,392,Japan,2804,"Hydrogen, noble gases, other nonmetals",47917506.78,123321.55,Import
2020,699,India,276,Germany,2804,"Hydrogen, noble gases, other nonmetals",85109500.51,157058.0,Export
2021,699,India,276,Germany,2804,"Hydrogen, noble gases, other nonmetals",97158204.96,338124.86,Import
2021,699,India,392,Japan,2804,"Hydrogen, noble gases, other nonmetals",62562761.28,59319.01,Export
2022,699,India,0,World,2804,"Hydrogen, noble gases, other nonmetals",52644621.47,93129.36,Import
2022,699,India,392,Japan,2804,"Hydrogen, noble gases, other nonmetals",81592760.44,236609.04,Export
2023,699,India,804,Ukraine,2804,"Hydrogen, noble gases, other nonmetals",93758385.08,269054.01,Import
2023,699,India,276,Germany,2804,"Hydrogen, noble gases, other nonmetals",89062077.73,161830.9,Export
2024,699,India,643,Russian Federation,2804,"Hydrogen, noble gases, other nonmetals",71526194.85,126625.36,Import
2024,699,India,392,Japan,2804,"Hydrogen, noble gases, other nonmetals",112825043.48,128026.2,Export
2018,410,South Korea,842,USA,2804,"Hydrogen, noble gases, other nonmetals",75106178.81,247508.85,Import
2018,410,South Korea,842,USA,2804,"Hydrogen, noble gases, other nonmetals",122565294.05,140720.2,Export
2019,410,South Korea,276,Germany,2804,"Hydrogen, noble gases, other nonmetals",124008569.46,338406.45,Import
2019,410,South Korea,643,Russian Federation,2804,"Hydrogen, noble gases, other nonmetals",123071336.7,205637.5,Export
2020,410,South Korea,842,USA,2804,"Hydrogen, noble gases, other nonmetals",108660834.33,426689.69,Import
2020,410,South Korea,156,China,2804,"Hydrogen, noble gases, other nonmetals",87404150.54,380072.54,Export
2021,410,South Korea,842,USA,2804,"Hydrogen, noble gases, other nonmetals",106915780.98,349707.65,Import
2021,410,South Korea,392,Japan,2804,"Hydrogen, noble gases, other nonmetals",134678502.51,236196.18,Export
2022,410,South Korea,276,Germany,2804,"Hydrogen, noble gases, other nonmetals",89828806.81,139823.97,Import
2022,410,South Korea,804,Ukraine,2804,"Hydrogen, noble gases, other nonmetals",68500574.61,240504.98,Export
2023,410,South Korea,804,Ukraine,2804,"Hydrogen, noble gases, other nonmetals",118948955.3,360586.92,Import
2023,410,South Korea,156,China,2804,"Hydrogen, noble gases, other nonmetals",136903665.14,162609.41,Export
2024,410,South Korea,643,Russian Federation,2804,"Hydrogen, noble gases, other nonmetals",124735638.43,303791.07,Import
2024,410,South Korea,156,China,2804,"Hydrogen, noble gases, other nonmetals",150212674.6,383995.75,Export
2018,842,USA,842,USA,8541,Semiconductor devices,6336031922.16,24137944.98,Import
2018,842,USA,804,Ukraine,8541,Semiconductor devices,5329175325.15,14208870.43,Export
2019,842,USA,392,Japan,8541,Semiconductor devices,6384843490.03,28098968.42,Import
2019,842,USA,842,USA,8541,Semiconductor devices,3799428119.87,17935237.68,Export
2020,842,USA,276,Germany,8541,Semiconductor devices,5393827183.88,17002322.38,Import
2020,842,USA,643,Russian Federation,8541,Semiconductor devices,5125915759.41,18292416.23,Export
2021,842,USA,804,Ukraine,8541,Semiconductor devices,5189833758.63,982625.76,Import
2021,842,USA,842,USA,8541,Semiconductor devices,3898916177.71,4476199.24,Export
2022,842,USA,156,China,8541,Semiconductor devices,5718462656.22,6709130.68,Import
2022,842,USA,804,Ukraine,8541,Semiconductor devices,5439974471.98,18963744.46,Export
2023,842,USA,643,Russian Federation,8541,Semiconductor devices,3920679495.81,16286348.17,Import
2023,842,USA,643,Russian Federation,8541,Semiconductor devices,4204770354.84,18006094.2,Export
2024,842,USA,842,USA,8541,Semiconductor devices,5153507502.76,18796719.11,Import
2024,842,USA,804,Ukraine,8541,Semiconductor devices,6721729533.19,18707386.29,Export
2018,276,Germany,276,Germany,8541,Semiconductor devices,2660244239.37,9780737.23,Import
2018,276,Germany,156,China,8541,Semiconductor devices,3419716151.6,1252191.85,Export
2019,276,Germany,0,World,8541,Semiconductor devices,3508416809.71,13735837.0,Import
2019,276,Germany,276,Germany,8541,Semiconductor devices,3720893689.21,4802273.89,Export
2020,276,Germany,276,Germany,8541,Semiconductor devices,3607508455.04,8899515.73,Import
2020,276,Germany,643,Russian Federation,8541,Semiconductor devices,3257949091.76,4162938.03,Export
2021,276,Germany,276,Germany,8541,Semiconductor devices,3589120847.68,11469107.06,Import
2021,276,Germany,643,Russian Federation,8541,Semiconductor devices,3005874226.5,8219306.67,Export
2022,276,Germany,643,Russian Federation,8541,Semiconductor devices,2993011691.28,9627360.39,Import
2022,276,Germany,276,Germany,8541,Semiconductor devices,3155967589.14,6917609.41,Export
2023,276,Germany,156,China,8541,Semiconductor devices,3666051964.5,3001491.68,Import
2023,276,Germany,842,USA,8541,Semiconductor devices,3032522873.54,9210022.28,Export
2024,276,Germany,156,China,8541,Semiconductor devices,2678490255.23,1084696.96,Import
2024,276,Germany,392,Japan,8541,Semiconductor devices,2891954192.6,2567715.28,Export
2018,392,Japan,804,Ukraine,8541,Semiconductor devices,3227489393.33,8400279.92,Import
2018,392,Japan,804,Ukraine,8541,Semiconductor devices,3433153590.8,10701388.51,Export
2019,392,Japan,643,Russian Federation,8541,Semiconductor devices,3115269386.78,1246431.1,Import
2019,392,Japan,643,Russian Federation,8541,Semiconductor devices,3482179464.22,15355012.96,Export
2020,392,Japan,156,China,8541,Semiconductor devices,4664524634.79,5746156.45,Import
2020,392,Japan,842,USA,8541,Semiconductor devices,3664449168.41,11174720.3,Export
2021,392,Japan,276,Germany,8541,Semiconductor devices,2986714791.44,11947560.88,Import
2021,392,Japan,643,Russian Federation,8541,Semiconductor devices,4365133370.98,4329401.18,Export
2022,392,Japan,276,Germany,8541,Semiconductor devices,3147082155.46,12418638.07,Import
2022,392,Japan,842,USA,8541,Semiconductor devices,4599386630.06,16719516.32,Export
2023,392,Japan,0,World,8541,Semiconductor devices,3736396843.42,14222335.59,Import
2023,392,Japan,804,Ukraine,8541,Semiconductor devices,3315483977.39,15410627.11,Export
2024,392,Japan,0,World,8541,Semiconductor devices,3948735724.63,16687681.74,Import
2024,392,Japan,392,Japan,8541,Semiconductor devices,2897291144.3,12309974.11,Export
2018,156,China,392,Japan,8541,Semiconductor devices,5123607939.4,16992196.28,Import
2018,156,China,392,Japan,8541,Semiconductor devices,5770804920.02,10995286.7,Export
2019,156,China,643,Russian Federation,8541,Semiconductor devices,4432967019.06,1387193.36,Import
2019,156,China,804,Ukraine,8541,Semiconductor devices,7782764353.07,18732854.37,Export
2020,156,China,276,Germany,8541,Semiconductor devices,8338609110.39,11984123.46,Import
2020,156,China,643,Russian Federation,8541,Semiconductor devices,9353926354.41,32079406.13,Export
2021,156,China,643,Russian Federation,8541,Semiconductor devices,6099232915.15,13938715.03,Import
2021,156,China,842,USA,8541,Semiconductor devices,7439709167.11,37139943.63,Export
2022,156,China,156,China,8541,Semiconductor devices,6875665526.81,20573164.98,Import
2022,156,China,804,Ukraine,8541,Semiconductor devices,4748666595.03,21519857.76,Export
2023,156,China,276,Germany,8541,Semiconductor devices,5303882302.3,7874745.3,Import
2023,156,China,643,Russian Federation,8541,Semiconductor devices,5440299547.69,4807148.28,Export
2024,156,China,156,China,8541,Semiconductor devices,4940201369.14,24616898.0,Import
2024,156,China,392,Japan,8541,Semiconductor devices,7104167015.18,16696370.73,Export
2018,699,India,0,World,8541,Semiconductor devices,1650276361.83,6717803.64,Import
2018,699,India,156,China,8541,Semiconductor devices,1755297270.23,3945359.66,Export
2019,699,India,276,Germany,8541,Semiconductor devices,2391104133.63,4991399.52,Import
2019,699,India,392,Japan,8541,Semiconductor devices,1924477484.46,1428526.14,Export
2020,699,India,392,Japan,8541,Semiconductor devices,2107777344.16,8198188.68,Import
2020,699,India,392,Japan,8541,Semiconductor devices,2009747352.38,2269277.72,Export
2021,699,India,842,USA,8541,Semiconductor devices,2490117888.58,7473004.66,Import
2021,699,India,276,Germany,8541,Semiconductor devices,2735585504.28,8314647.43,Export
2022,699,India,842,USA,8541,Semiconductor devices,2558522243.45,1660219.17,Import
2022,699,India,643,Russian Federation,8541,Semiconductor devices,1897428604.26,1514007.72,Export
2023,699,India,842,USA,8541,Semiconductor devices,1700768281.52,7089917.69,Import
2023,699,India,842,USA,8541,Semiconductor devices,2198370725.89,1701978.8,Export
2024,699,India,804,Ukraine,8541,Semiconductor devices,2730150147.5,3310521.19,Import
2024,699,India,0,World,8541,Semiconductor devices,2084593557.94,10328931.31,Export
2018,410,South Korea,842,USA,8541,Semiconductor devices,3085292407.22,7190279.67,Import
2018,410,South Korea,0,World,8541,Semiconductor devices,1956774101.97,3818301.24,Export
2019,410,South Korea,842,USA,8541,Semiconductor devices,2664020589.93,3471381.26,Import
2019,410,South Korea,842,USA,8541,Semiconductor devices,2040202196.89,9291534.22,Export
2020,410,South Korea,276,Germany,8541,Semiconductor devices,3043095157.4,7805883.4,Import
2020,410,South Korea,842,USA,8541,Semiconductor devices,3707332424.08,16959911.8,Export
2021,410,South Korea,392,Japan,8541,Semiconductor devices,3282633572.85,12043119.08,Import
2021,410,South Korea,156,China,8541,Semiconductor devices,3275867135.11,5701939.49,Export
2022,410,South Korea,804,Ukraine,8541,Semiconductor devices,3549574623.36,11933609.06,Import
2022,410,South Korea,0,World,8541,Semiconductor devices,3392159088.18,9443548.58,Export
2023,410,South Korea,156,China,8541,Semiconductor devices,2629285626.06,11129113.57,Import
2023,410,South Korea,842,USA,8541,Semiconductor devices,1909603060.68,7550506.45,Export
2024,410,South Korea,643,Russian Federation,8541,Semiconductor devices,2011392272.36,1221549.3,Import
2024,410,South Korea,392,Japan,8541,Semiconductor devices,3091395613.41,4837921.0,Export
2018,842,USA,0,World,7601,Unwrought aluminium,2178903077.06,1107450.05,Import
2018,842,USA,156,China,7601,Unwrought aluminium,2203441727.0,10892881.48,Export
2019,842,USA,643,Russian Federation,7601,Unwrought aluminium,1858604830.38,7613030.46,Import
2019,842,USA,392,Japan,7601,Unwrought aluminium,1524492173.48,2878594.19,Export
2020,842,USA,156,China,7601,Unwrought aluminium,1747299593.03,3509915.65,Import
2020,842,USA,842,USA,7601,Unwrought aluminium,1924110540.45,4131327.08,Export
2021,842,USA,842,USA,7601,Unwrought aluminium,1561702057.94,7101890.93,Import
2021,842,USA,0,World,7601,Unwrought aluminium,2766594844.29,11820150.43,Export
2022,842,USA,276,Germany,7601,Unwrought aluminium,1872642497.46,8730205.18,Import
2022,842,USA,0,World,7601,Unwrought aluminium,2029570754.46,7718065.99,Export
2023,842,USA,804,Ukraine,7601,Unwrought aluminium,1677167318.44,1721338.25,Import
2023,842,USA,0,World,7601,Unwrought aluminium,2091561532.73,8732292.0,Export
2024,842,USA,842,USA,7601,Unwrought aluminium,1945314433.77,8091251.0,Import
2024,842,USA,804,Ukraine,7601,Unwrought aluminium,1962379035.21,9373753.94,Export
2018,276,Germany,156,China,7601,Unwrought aluminium,1511318143.22,3157608.17,Import
2018,276,Germany,0,World,7601,Unwrought aluminium,1516255196.82,4706732.34,Export
2019,276,Germany,392,Japan,7601,Unwrought aluminium,914606818.19,1381769.56,Import
2019,276,Germany,804,Ukraine,7601,Unwrought aluminium,932466979.24,4546015.4,Export
2020,276,Germany,0,World,7601,Unwrought aluminium,775717443.46,2655116.87,Import
2020,276,Germany,804,Ukraine,7601,Unwrought aluminium,714457806.49,176700.18,Export
2021,276,Germany,804,Ukraine,7601,Unwrought aluminium,1632940000.24,5769245.24,Import
2021,276,Germany,804,Ukraine,7601,Unwrought aluminium,1004330261.26,828875.52,Export
2022,276,Germany,392,Japan,7601,Unwrought aluminium,866193349.03,3852402.27,Import
2022,276,Germany,643,Russian Federation,7601,Unwrought aluminium,1072859853.17,3095969.12,Export
2023,276,Germany,643,Russian Federation,7601,Unwrought aluminium,1072720836.92,941740.62,Import
2023,276,Germany,276,Germany,7601,Unwrought aluminium,1331187996.08,4387698.02,Export
2024,276,Germany,276,Germany,7601,Unwrought aluminium,1803185882.14,1873546.91,Import
2024,276,Germany,392,Japan,7601,Unwrought aluminium,1705622361.03,8483325.63,Export
2018,392,Japan,0,World,7601,Unwrought aluminium,1137995104.34,795811.31,Import
2018,392,Japan,392,Japan,7601,Unwrought aluminium,1140864442.94,544455.93,Export
2019,392,Japan,842,USA,7601,Unwrought aluminium,1755808726.74,4432731.54,Import
2019,392,Japan,392,Japan,7601,Unwrought aluminium,1700634105.84,7050897.66,Export
2020,392,Japan,392,Japan,7601,Unwrought aluminium,1332878126.55,4550521.72,Import
2020,392,Japan,392,Japan,7601,Unwrought aluminium,1055940668.29,2603137.16,Export
2021,392,Japan,643,Russian Federation,7601,Unwrought aluminium,1981694685.42,8652113.76,Import
2021,392,Japan,842,USA,7601,Unwrought aluminium,1637366653.97,3294380.53,Export
2022,392,Japan,804,Ukraine,7601,Unwrought aluminium,1226782851.73,5033233.02,Import
2022,392,Japan,156,China,7601,Unwrought aluminium,1208086103.97,387696.5,Export
2023,392,Japan,0,World,7601,Unwrought aluminium,1987064443.04,6605853.06,Import
2023,392,Japan,842,USA,7601,Unwrought aluminium,1338525535.59,2036601.94,Export
2024,392,Japan,804,Ukraine,7601,Unwrought aluminium,1332166817.65,4210982.18,Import
2024,392,Japan,643,Russian Federation,7601,Unwrought aluminium,2055809871.19,6888762.28,Export
2018,156,China,804,Ukraine,7601,Unwrought aluminium,2400277690.34,2041800.13,Import
2018,156,China,804,Ukraine,7601,Unwrought aluminium,1905021012.14,1480851.98,Export
2019,156,China,276,Germany,7601,Unwrought aluminium,1997817056.53,9643314.9,Import
2019,156,China,0,World,7601,Unwrought aluminium,3124516073.21,15600179.69,Export
2020,156,China,643,Russian Federation,7601,Unwrought aluminium,2197471182.5,4981635.44,Import
2020,156,China,643,Russian Federation,7601,Unwrought aluminium,1779484103.91,6182407.15,Export
2021,156,China,842,USA,7601,Unwrought aluminium,2779847600.88,4025338.06,Import
2021,156,China,0,World,7601,Unwrought aluminium,2375862595.48,6699546.66,Export
2022,156,China,392,Japan,7601,Unwrought aluminium,2165902770.27,8405584.58,Import
2022,156,China,804,Ukraine,7601,Unwrought aluminium,1922194024.7,3159140.86,Export
2023,156,China,0,World,7601,Unwrought aluminium,2603998953.99,8871168.93,Import
2023,156,China,276,Germany,7601,Unwrought aluminium,2540264791.09,5443689.56,Export
2024,156,China,643,Russian Federation,7601,Unwrought aluminium,3373534891.41,3513404.51,Import
2024,156,China,0,World,7601,Unwrought aluminium,2328841052.95,5026508.19,Export
2018,699,India,842,USA,7601,Unwrought aluminium,790732399.41,112732.99,Import
2018,699,India,0,World,7601,Unwrought aluminium,947110569.48,4673253.23,Export
2019,699,India,276,Germany,7601,Unwrought aluminium,749688959.16,81243.4,Import
2019,699,India,156,China,7601,Unwrought aluminium,999717861.04,1239439.56,Export
2020,699,India,392,Japan,7601,Unwrought aluminium,687566185.01,3272812.56,Import
2020,699,India,842,USA,7601,Unwrought aluminium,489433115.72,1094436.91,Export
2021,699,India,156,China,7601,Unwrought aluminium,721781514.72,2828587.89,Import
2021,699,India,156,China,7601,Unwrought aluminium,1023193166.23,1526271.78,Export
2022,699,India,804,Ukraine,7601,Unwrought aluminium,612224323.56,1990188.37,Import
2022,699,India,156,China,7601,Unwrought aluminium,528494617.79,1197360.08,Export
2023,699,India,842,USA,7601,Unwrought aluminium,1096602235.13,230497.55,Import
2023,699,India,392,Japan,7601,Unwrought aluminium,1059279923.53,1726674.93,Export
2024,699,India,392,Japan,7601,Unwrought aluminium,714572643.69,572811.97,Import
2024,699,India,643,Russian Federation,7601,Unwrought aluminium,714623576.26,2995225.99,Export
2018,410,South Korea,0,World,7601,Unwrought aluminium,934542841.9,943147.78,Import
2018,410,South Korea,0,World,7601,Unwrought aluminium,1273265564.56,5956158.88,Export
2019,410,South Korea,643,Russian Federation,7601,Unwrought aluminium,1002863326.99,4464006.99,Import
2019,410,South Korea,276,Germany,7601,Unwrought aluminium,1191662797.28,1124163.47,Export
2020,410,South Korea,392,Japan,7601,Unwrought aluminium,789885837.96,1944623.09,Import
2020,410,South Korea,643,Russian Federation,7601,Unwrought aluminium,770116050.48,689648.16,Export
2021,410,South Korea,392,Japan,7601,Unwrought aluminium,804092434.59,2094603.62,Import
2021,410,South Korea,643,Russian Federation,7601,Unwrought aluminium,773738373.12,744106.31,Export
2022,410,South Korea,276,Germany,7601,Unwrought aluminium,945896328.2,3713202.09,Import
2022,410,South Korea,0,World,7601,Unwrought aluminium,927884058.87,3801665.84,Export
2023,410,South Korea,643,Russian Federation,7601,Unwrought aluminium,1202083627.6,4796891.35,Import
2023,410,South Korea,276,Germany,7601,Unwrought aluminium,1162667658.47,4650564.62,Export
2024,410,South Korea,0,World,7601,Unwrought aluminium,1025241898.79,2862859.79,Import
2024,410,South Korea,156,China,7601,Unwrought aluminium,1388585811.3,1572063.75,Export
2018,842,USA,392,Japan,7502,Unwrought nickel,1173839111.2,416017.03,Import
2018,842,USA,0,World,7502,Unwrought nickel,1275572548.56,1652273.46,Export
2019,842,USA,842,USA,7502,Unwrought nickel,1224916298.25,3060936.83,Import
2019,842,USA,156,China,7502,Unwrought nickel,1320359263.43,1679159.61,Export
2020,842,USA,156,China,7502,Unwrought nickel,1045737477.31,2783696.55,Import
2020,842,USA,842,USA,7502,Unwrought nickel,1094131024.91,3421559.91,Export
2021,842,USA,0,World,7502,Unwrought nickel,1269075920.21,4748705.48,Import
2021,842,USA,842,USA,7502,Unwrought nickel,971685468.48,4625945.28,Export
2022,842,USA,0,World,7502,Unwrought nickel,840004912.36,970106.4,Import
2022,842,USA,392,Japan,7502,Unwrought nickel,593803338.56,350461.74,Export
2023,842,USA,156,China,7502,Unwrought nickel,932027827.08,1696788.14,Import
2023,842,USA,0,World,7502,Unwrought nickel,1278384163.19,582436.06,Export
2024,842,USA,804,Ukraine,7502,Unwrought nickel,1435608321.92,3670219.45,Import
2024,842,USA,156,China,7502,Unwrought nickel,1361838363.27,451610.79,Export
2018,276,Germany,156,China,7502,Unwrought nickel,669098314.84,302261.66,Import
2018,276,Germany,643,Russian Federation,7502,Unwrought nickel,737882858.92,2680672.52,Export
2019,276,Germany,643,Russian Federation,7502,Unwrought nickel,504038058.16,1219587.07,Import
2019,276,Germany,276,Germany,7502,Unwrought nickel,670436643.96,2220456.74,Export
2020,276,Germany,804,Ukraine,7502,Unwrought nickel,453094546.78,165048.02,Import
2020,276,Germany,643,Russian Federation,7502,Unwrought nickel,616562511.31,1993610.48,Export
2021,276,Germany,643,Russian Federation,7502,Unwrought nickel,714110286.45,1148590.11,Import
2021,276,Germany,0,World,7502,Unwrought nickel,625758686.84,1869568.7,Export
2022,276,Germany,0,World,7502,Unwrought nickel,381593321.11,1482536.84,Import
2022,276,Germany,0,World,7502,Unwrought nickel,646880988.9,1512798.44,Export
2023,276,Germany,804,Ukraine,7502,Unwrought nickel,504040014.31,1542118.84,Import
2023,276,Germany,842,USA,7502,Unwrought nickel,784846087.66,2741039.85,Export
2024,276,Germany,156,China,7502,Unwrought nickel,795303122.55,1912170.41,Import
2024,276,Germany,392,Japan,7502,Unwrought nickel,517349508.89,1445301.78,Export
2018,392,Japan,643,Russian Federation,7502,Unwrought nickel,506604032.84,1849259.1,Import
2018,392,Japan,156,China,7502,Unwrought nickel,791220969.19,442683.74,Export
2019,392,Japan,804,Ukraine,7502,Unwrought nickel,685218075.66,1825066.76,Import
2019,392,Japan,156,China,7502,Unwrought nickel,570162223.67,2620905.61,Export
2020,392,Japan,842,USA,7502,Unwrought nickel,682202029.21,2606632.63,Import
2020,392,Japan,842,USA,7502,Unwrought nickel,442990005.67,1848704.07,Export
2021,392,Japan,0,World,7502,Unwrought nickel,798880518.68,1958765.46,Import
2021,392,Japan,392,Japan,7502,Unwrought nickel,920885833.16,2692452.67,Export
2022,392,Japan,156,China,7502,Unwrought nickel,466125784.66,466050.9,Import
2022,392,Japan,804,Ukraine,7502,Unwrought nickel,503951114.8,304808.04,Export
2023,392,Japan,842,USA,7502,Unwrought nickel,630692035.35,948324.84,Import
2023,392,Japan,0,World,7502,Unwrought nickel,885541533.0,2513116.29,Export
2024,392,Japan,0,World,7502,Unwrought nickel,958806388.04,3237545.39,Import
2024,392,Japan,156,China,7502,Unwrought nickel,965411735.43,1922632.67,Export
2018,156,China,276,Germany,7502,Unwrought nickel,1152969871.12,5522031.57,Import
2018,156,China,643,Russian Federation,7502,Unwrought nickel,1228012517.21,2867950.47,Export
2019,156,China,804,Ukraine,7502,Unwrought nickel,1142140102.86,5697600.15,Import
2019,156,China,276,Germany,7502,Unwrought nickel,1504477241.17,1168694.29,Export
2020,156,China,804,Ukraine,7502,Unwrought nickel,941966632.01,3752690.27,Import
2020,156,China,156,China,7502,Unwrought nickel,881983448.74,1266058.26,Export
2021,156,China,392,Japan,7502,Unwrought nickel,1201097406.23,765398.62,Import
2021,156,China,276,Germany,7502,Unwrought nickel,1308912851.69,4083417.19,Export
2022,156,China,804,Ukraine,7502,Unwrought nickel,1254287987.9,4322055.51,Import
2022,156,China,804,Ukraine,7502,Unwrought nickel,985221985.61,1702900.15,Export
2023,156,China,804,Ukraine,7502,Unwrought nickel,1400202958.86,5092482.58,Import
2023,156,China,392,Japan,7502,Unwrought nickel,1639760674.31,3176009.88,Export
2024,156,China,392,Japan,7502,Unwrought nickel,1503946211.3,2266335.95,Import
2024,156,China,0,World,7502,Unwrought nickel,1504825182.6,4937271.87,Export
2018,699,India,0,World,7502,Unwrought nickel,427023488.14,898356.5,Import
2018,699,India,276,Germany,7502,Unwrought nickel,435175624.81,90647.07,Export
2019,699,India,804,Ukraine,7502,Unwrought nickel,347750911.77,433191.23,Import
2019,699,India,392,Japan,7502,Unwrought nickel,478776946.73,1937101.8,Export
2020,699,India,276,Germany,7502,Unwrought nickel,327624311.21,96664.11,Import
2020,699,India,0,World,7502,Unwrought nickel,293504960.07,941792.05,Export
2021,699,India,392,Japan,7502,Unwrought nickel,322955158.11,684463.75,Import
2021,699,India,156,China,7502,Unwrought nickel,554895502.36,876160.13,Export
2022,699,India,156,China,7502,Unwrought nickel,245470027.34,334299.71,Import
2022,699,India,842,USA,7502,Unwrought nickel,325022973.97,402572.54,Export
2023,699,India,392,Japan,7502,Unwrought nickel,419807944.16,361588.98,Import
2023,699,India,392,Japan,7502,Unwrought nickel,442866437.22,699700.24,Export
2024,699,India,842,USA,7502,Unwrought nickel,526963272.67,799555.61,Import
2024,699,India,643,Russian Federation,7502,Unwrought nickel,535512361.26,1458067.33,Export
2018,410,South Korea,156,China,7502,Unwrought nickel,636930929.98,2673234.2,Import
2018,410,South Korea,643,Russian Federation,7502,Unwrought nickel,419262838.95,1584612.75,Export
2019,410,South Korea,842,USA,7502,Unwrought nickel,467148425.76,704282.98,Import
2019,410,South Korea,156,China,7502,Unwrought nickel,654132449.73,1813520.65,Export
2020,410,South Korea,0,World,7502,Unwrought nickel,325596526.06,163413.4,Import
2020,410,South Korea,804,Ukraine,7502,Unwrought nickel,385431843.67,976604.12,Export
2021,410,South Korea,392,Japan,7502,Unwrought nickel,707316753.76,292033.66,Import
2021,410,South Korea,276,Germany,7502,Unwrought nickel,602690877.27,761005.94,Export
2022,410,South Korea,156,China,7502,Unwrought nickel,498480772.99,1537253.12,Import
2022,410,South Korea,156,China,7502,Unwrought nickel,367203641.13,908480.74,Export
2023,410,South Korea,842,USA,7502,Unwrought nickel,533054197.65,396170.08,Import
2023,410,South Korea,156,China,7502,Unwrought nickel,593988386.73,1469205.95,Export
2024,410,South Korea,804,Ukraine,7502,Unwrought nickel,449940414.14,61661.09,Import
2024,410,South Korea,804,Ukraine,7502,Unwrought nickel,484219381.29,373448.56,Export
2018,842,USA,842,USA,8703,Motor cars and vehicles,12382521570.89,2466350.26,Import
2018,842,USA,156,China,8703,Motor cars and vehicles,7706390640.45,17519112.11,Export
2019,842,USA,276,Germany,8703,Motor cars and vehicles,10397915237.44,11556564.27,Import
2019,842,USA,842,USA,8703,Motor cars and vehicles,9731019670.72,14748453.69,Export
2020,842,USA,0,World,8703,Motor cars and vehicles,6205398915.52,27800966.05,Import
2020,842,USA,842,USA,8703,Motor cars and vehicles,6898900849.39,3185295.2,Export
2021,842,USA,804,Ukraine,8703,Motor cars and vehicles,8904141431.33,21677793.25,Import
2021,842,USA,804,Ukraine,8703,Motor cars and vehicles,9735019698.84,18194152.21,Export
2022,842,USA,392,Japan,8703,Motor cars and vehicles,14402735284.15,12451349.56,Import
2022,842,USA,156,China,8703,Motor cars and vehicles,9664668943.44,17566209.43,Export
2023,842,USA,0,World,8703,Motor cars and vehicles,8092135949.82,12043822.53,Import
2023,842,USA,0,World,8703,Motor cars and vehicles,6933588194.0,6193016.66,Export
2024,842,USA,392,Japan,8703,Motor cars and vehicles,8026506956.4,16003111.96,Import
2024,842,USA,392,Japan,8703,Motor cars and vehicles,7680631722.84,6356456.26,Export
2018,276,Germany,0,World,8703,Motor cars and vehicles,5887426872.97,14462991.57,Import
2018,276,Germany,0,World,8703,Motor cars and vehicles,4910373998.76,13826570.07,Export
2019,276,Germany,276,Germany,8703,Motor cars and vehicles,5501410048.98,17946230.17,Import
2019,276,Germany,276,Germany,8703,Motor cars and vehicles,7879341036.16,21449038.33,Export
2020,276,Germany,643,Russian Federation,8703,Motor cars and vehicles,3281825280.78,15574801.31,Import
2020,276,Germany,842,USA,8703,Motor cars and vehicles,3088875381.47,8761744.75,Export
2021,276,Germany,643,Russian Federation,8703,Motor cars and vehicles,7835738232.07,33410554.51,Import
2021,276,Germany,276,Germany,8703,Motor cars and vehicles,7987514403.03,16656404.75,Export
2022,276,Germany,276,Germany,8703,Motor cars and vehicles,8107999166.82,26359985.11,Import
2022,276,Germany,0,World,8703,Motor cars and vehicles,5378208434.08,7791106.26,Export
2023,276,Germany,392,Japan,8703,Motor cars and vehicles,5145403013.64,15388388.21,Import
2023,276,Germany,392,Japan,8703,Motor cars and vehicles,6346584050.99,20608993.76,Export
2024,276,Germany,842,USA,8703,Motor cars and vehicles,7458802324.8,27000254.08,Import
2024,276,Germany,804,Ukraine,8703,Motor cars and vehicles,8144906877.75,14381892.08,Export
2018,392,Japan,0,World,8703,Motor cars and vehicles,7068687608.83,8741742.63,Import
2018,392,Japan,643,Russian Federation,8703,Motor cars and vehicles,5871443402.58,16769907.26,Export
2019,392,Japan,0,World,8703,Motor cars and vehicles,7731042930.37,22609253.22,Import
2019,392,Japan,276,Germany,8703,Motor cars and vehicles,7284452762.05,4778946.11,Export
